time,event_name,gender,product_id,category_id,category_name,brand,price,user_id,session,category_1,category_2,category_3,Label,results
2022-12-17 19:20:47+09,view,Male,5856194,alsiqv04,furniture.bathroom.bath,runail,54.76,10.42.0.211-14.17.42.57-49454-80-6,91627d0c-9326-47de-8968-d9a683899304,furniture,bathroom,bath,1,1
2022-12-17 19:20:50+09,view,Female,5877459,vof63qat,appliances.environment.vacuum,jessnail,21.43,203.205.158.61-10.42.0.42-80-46315-6,70cd5bf5-a22a-4e33-8f80-032c893e94d3,appliances,environment,vacuum,0,0
2022-12-17 19:21:00+09,view,Male,5861761,gv8wlo06,appliances.environment.vacuum,emil,48.41,10.42.0.211-64.71.142.95-40056-443-6,ded02a6a-d72d-4bba-931b-90ce65157567,appliances,environment,vacuum,1,1
2022-12-17 19:21:31+09,purchase,Female,5884577,jvhrp51s,appliances.environment.vacuum,max,47.46,10.42.0.151-119.146.74.32-38602-443-6,76daadff-9bfe-4f57-80ad-ca11daf6f157,appliances,environment,vacuum,0,0
2022-12-17 19:21:48+09,cart,Female,5746848,qjwn1h2g,furniture.bathroom.bath,irisk,54.76,209.10.120.26-10.42.0.211-80-55315-6,91627d0c-9326-47de-8968-d9a683899304,furniture,bathroom,bath,0,0
2022-12-17 19:22:17+09,cart,Female,89343,grx4gx95,furniture.living_room.cabinet,Not defined,299.81,180.163.255.159-10.42.0.211-80-46063-6,c8b91aa0-339e-4178-aaa9-5ce3e72b9a94,furniture,living_room,cabinet,0,0
2022-12-17 19:22:22+09,view,Female,8098,eo2pcgix,appliances.environment.vacuum,Not defined,1.11,10.42.0.211-74.6.105.9-33885-443-6,91627d0c-9326-47de-8968-d9a683899304,appliances,environment,vacuum,0,0
2022-12-17 19:22:53+09,remove_from_cart,Male,89343,y5io06k6,furniture.living_room.cabinet,Not defined,299.81,202.77.129.185-10.42.0.151-80-51788-6,c8b91aa0-339e-4178-aaa9-5ce3e72b9a94,furniture,living_room,cabinet,1,1
2022-12-17 19:22:53+09,remove_from_cart,Male,89343,u1i5onqr,furniture.living_room.cabinet,Not defined,299.81,10.42.0.211-36.110.213.49-35080-443-6,c8b91aa0-339e-4178-aaa9-5ce3e72b9a94,furniture,living_room,cabinet,1,1
2022-12-17 19:22:44+09,view,Female,5861764,f53i4n02,appliances.environment.vacuum,emil,1.43,10.42.0.211-74.6.105.13-44942-443-6,91627d0c-9326-47de-8968-d9a683899304,appliances,environment,vacuum,0,0
2022-12-17 19:33:28+09,remove_from_cart,Female,5746848,djq0lvr2,furniture.bathroom.bath,irisk,54.76,10.42.0.151-31.13.80.5-38639-443-6,b226908e-c088-9365-3ef6-9011fe992333,furniture,bathroom,bath,0,0
2022-12-17 19:34:31+09,view,Female,89343,61o5f82j,furniture.living_room.cabinet,Not defined,299.81,10.42.0.211-123.125.29.220-34677-80-6,d6584dcf-51b3-48bb-84d2-93cd0a387a1e,furniture,living_room,cabinet,0,0
2022-12-17 19:34:58+09,view,Female,5855509,fb8mca1h,appliances.environment.vacuum,max,95.08,172.217.10.65-10.42.0.211-443-47011-6,c8b91aa0-339e-4178-aaa9-5ce3e72b9a94,appliances,environment,vacuum,0,0
2022-12-17 20:00:57+09,view,Male,5824088,lh4cs5qz,appliances.environment.vacuum,polarus,70.63,10.42.0.211-106.39.169.66-33032-80-6,0c3e32b3-f115-47f1-8e87-2cf12671a03b,appliances,environment,vacuum,1,1
2022-12-17 20:02:16+09,remove_from_cart,Female,5810083,rbzl0txp,appliances.environment.vacuum,irisk,24.6,10.42.0.1-10.42.0.42-53-58855-17,dd59da2c-0dd4-4e5c-8998-1fc9fd954cd7,appliances,environment,vacuum,0,0
2022-12-17 20:02:17+09,remove_from_cart,Male,5810083,eflwztji,appliances.environment.vacuum,irisk,24.6,10.42.0.1-10.42.0.42-53-65447-17,dd59da2c-0dd4-4e5c-8998-1fc9fd954cd7,appliances,environment,vacuum,1,1
2022-12-17 20:03:20+09,cart,Female,5748490,xqs4baou,appliances.environment.vacuum,Not defined,26.97,10.42.0.211-10.42.0.1-7138-53-17,ba62c4f2-8965-4a71-8556-f6fc273d58f7,appliances,environment,vacuum,0,0
2022-12-17 20:03:32+09,view,Male,5856193,9fy5ska6,furniture.living_room.cabinet,runail,82.54,10.42.0.211-31.13.69.229-47393-443-6,cf1de1a1-e29b-4a1a-8ccc-8c1f624b1cb0,furniture,living_room,cabinet,1,1
2022-12-17 20:06:03+09,view,Female,5896431,unvabosp,appliances.environment.vacuum,jessnail,53.17,10.42.0.211-10.42.0.1-54689-53-17,5a7666aa-e56b-4abe-95b8-af6c9e8cce57,appliances,environment,vacuum,0,0
2022-12-17 20:06:14+09,view,Male,89343,izkz1hz4,furniture.living_room.cabinet,Not defined,299.81,183.79.249.252-10.42.0.211-443-37095-6,f1dc8867-1f1d-42f8-be90-de0a2f46e5a1,furniture,living_room,cabinet,1,1
2022-12-17 20:07:20+09,view,Female,5746848,ebbzx8yr,furniture.bathroom.bath,irisk,54.76,10.42.0.42-14.29.93.254-59196-80-6,70b5ae3c-a366-48d8-8f2f-3b48fa25565a,furniture,bathroom,bath,0,0
2022-12-17 20:07:37+09,view,Female,5855507,ukz73rp2,appliances.environment.vacuum,max,79.21,10.42.0.211-10.42.0.1-5561-53-17,c8b91aa0-339e-4178-aaa9-5ce3e72b9a94,appliances,environment,vacuum,0,0
2022-12-17 20:07:46+09,purchase,Male,5861764,szg12wfa,appliances.environment.vacuum,emil,1.43,172.217.3.110-10.42.0.151-443-35549-6,a71381e5-2c38-4535-b351-3457c3da4494,appliances,environment,vacuum,1,1
2022-12-17 20:08:24+09,cart,Male,5855507,fk2wc715,appliances.environment.vacuum,max,79.21,10.42.0.42-108.174.10.10-46485-443-6,c8b91aa0-339e-4178-aaa9-5ce3e72b9a94,appliances,environment,vacuum,1,1
2022-12-17 20:08:26+09,view,Female,5855507,lm9pay2b,appliances.environment.vacuum,max,79.21,183.79.248.252-10.42.0.151-443-41021-6,c8b91aa0-339e-4178-aaa9-5ce3e72b9a94,appliances,environment,vacuum,0,0
2022-12-17 20:08:46+09,view,Male,5855509,ksbha7kz,appliances.environment.vacuum,max,95.08,10.42.0.211-66.102.255.50-35691-443-6,c8b91aa0-339e-4178-aaa9-5ce3e72b9a94,appliances,environment,vacuum,1,1
2022-12-17 20:08:49+09,remove_from_cart,Female,5855509,8znnq0rh,appliances.environment.vacuum,max,95.08,173.231.178.118-10.42.0.151-443-54954-6,c8b91aa0-339e-4178-aaa9-5ce3e72b9a94,appliances,environment,vacuum,0,0
2022-12-17 20:08:49+09,remove_from_cart,Female,5855509,rn59srwo,appliances.environment.vacuum,max,95.08,10.42.0.151-23.217.155.120-34049-80-6,c8b91aa0-339e-4178-aaa9-5ce3e72b9a94,appliances,environment,vacuum,0,0
2022-12-17 20:08:56+09,view,Male,5856193,37dadupn,furniture.living_room.cabinet,runail,82.54,10.42.0.211-123.125.29.220-57828-80-6,f1dc8867-1f1d-42f8-be90-de0a2f46e5a1,furniture,living_room,cabinet,1,1
2022-12-17 20:10:07+09,remove_from_cart,Male,5854574,nnlynjoy,appliances.environment.vacuum,jessnail,21.43,172.217.10.110-10.42.0.151-443-42217-6,8968119f-d8eb-4c91-be3f-957fd4497e4a,appliances,environment,vacuum,1,1
2022-12-17 20:26:26+09,view,Male,5746846,rr8qet8c,furniture.bathroom.bath,irisk,52.7,172.217.11.10-10.42.0.151-443-36311-6,0573ceec-6b78-4df6-892f-13d39ed8ee12,furniture,bathroom,bath,1,1
2022-12-17 20:29:02+09,view,Female,5810083,i46n70gb,appliances.environment.vacuum,irisk,24.6,172.217.10.110-10.42.0.211-443-52412-6,dbf3c46d-38e1-4d8d-b51e-b92d5c9fa904,appliances,environment,vacuum,0,0
2022-12-17 20:30:02+09,view,Female,5395,s4ef9qob,appliances.environment.vacuum,runail,30.95,172.217.11.14-10.42.0.151-443-32984-6,f7bb2fd3-b672-473e-b8c1-d0bca5dfd02a,appliances,environment,vacuum,0,0
2022-12-17 20:31:07+09,view,Male,5896187,tdlcb9bf,appliances.environment.vacuum,jessnail,63.33,162.208.22.39-10.42.0.211-443-52727-6,914d2e21-8ca7-4e85-8147-823521b7a987,appliances,environment,vacuum,1,1
2022-12-17 20:31:29+09,view,Female,5854573,3svnvozz,appliances.environment.vacuum,jessnail,46.83,10.42.0.42-123.125.29.220-57842-80-6,efa8818a-740b-4838-a123-e2b178cf1bf3,appliances,environment,vacuum,0,0
2022-12-17 20:31:51+09,view,Female,5867188,6fbnyntq,appliances.environment.vacuum,emil,55.56,157.240.18.35-10.42.0.42-443-46616-6,68ca2650-e492-43ef-ad5b-bccf40a3b95c,appliances,environment,vacuum,0,0
2022-12-17 20:54:20+09,view,Female,89343,7w1bhaz6,furniture.living_room.cabinet,Not defined,299.81,172.217.9.225-10.42.0.211-443-39660-6,2348b9de-bc59-41ef-92da-2e28f6a101fd,furniture,living_room,cabinet,0,0
2022-12-17 20:54:44+09,view,Male,5854573,edu1zuzt,appliances.environment.vacuum,jessnail,46.83,10.42.0.211-77.234.41.79-56103-443-6,c56893e4-afb8-4879-a40f-e509392ff1c5,appliances,environment,vacuum,1,1
2022-12-17 20:54:51+09,view,Female,5856191,wbyqmvhs,appliances.environment.vacuum,runail,24.44,10.42.0.42-14.17.42.57-36873-80-6,e9ff5e88-1580-48cf-b035-cfe0c1621032,appliances,environment,vacuum,0,0
2022-12-17 20:55:34+09,remove_from_cart,Female,5855507,fw4pmaoc,appliances.environment.vacuum,max,79.21,172.217.10.100-10.42.0.151-443-53792-6,54811ad0-a600-46f7-92ff-df2ce54ce3a2,appliances,environment,vacuum,0,0
2022-12-17 20:55:34+09,remove_from_cart,Female,5855507,i9r77o70,appliances.environment.vacuum,max,79.21,10.42.0.211-104.97.83.15-48493-443-6,54811ad0-a600-46f7-92ff-df2ce54ce3a2,appliances,environment,vacuum,0,0
2022-12-17 20:55:49+09,view,Male,5854573,jalijjmg,appliances.environment.vacuum,jessnail,46.83,209.85.201.138-10.42.0.151-443-39813-6,e9ff5e88-1580-48cf-b035-cfe0c1621032,appliances,environment,vacuum,1,1
2022-12-17 20:56:00+09,view,Male,5854573,lv5xjfk4,appliances.environment.vacuum,jessnail,46.83,202.77.129.150-10.42.0.211-80-47901-6,bffc78b0-7b58-494c-a114-4c195ccea752,appliances,environment,vacuum,1,1
2022-12-17 20:56:21+09,view,Female,5748490,dptgg05n,appliances.environment.vacuum,Not defined,26.97,10.42.0.211-123.125.115.164-43491-443-6,e9ff5e88-1580-48cf-b035-cfe0c1621032,appliances,environment,vacuum,0,0
2022-12-17 21:10:05+09,view,Male,5746848,j5sb3g1u,furniture.bathroom.bath,irisk,54.76,10.42.0.211-66.198.178.124-47247-80-6,064d8dcc-845d-49b5-939c-4d731804b545,furniture,bathroom,bath,1,1
2022-12-17 21:10:18+09,view,Female,89343,7atoko6c,furniture.living_room.cabinet,Not defined,299.81,172.217.12.174-10.42.0.42-443-48856-6,895643a7-6234-49f7-a970-e8526a8c2edc,furniture,living_room,cabinet,0,0
2022-12-17 21:10:40+09,view,Male,5856184,vwbpkpxd,furniture.bathroom.bath,runail,46.43,220.181.7.190-10.42.0.211-443-38539-6,9135fef5-9cc2-4565-82ff-6dafcf8c3215,furniture,bathroom,bath,1,1
2022-12-17 21:11:09+09,view,Male,5856194,s0zdqd6d,furniture.bathroom.bath,runail,54.76,172.217.3.36-10.42.0.42-443-52489-6,2946befe-9d8f-4db1-ae5b-8eaa7a8eee97,furniture,bathroom,bath,1,1
2022-12-17 21:26:05+09,view,Female,5732026,14he8n3u,furniture.bathroom.bath,domix,4.16,10.42.0.1-10.42.0.42-53-11810-17,63de76e7-c4f8-4b22-b7e4-2d58e1a670bd,furniture,bathroom,bath,0,0
2022-12-17 22:02:12+09,purchase,Female,5884577,us7d19p5,appliances.environment.vacuum,max,47.46,203.205.158.60-10.42.0.42-80-58919-6,94f65dea-adbd-4a3c-b04a-11832b7c8798,appliances,environment,vacuum,0,0
2022-12-17 22:02:21+09,cart,Male,5810083,sz26gchn,appliances.environment.vacuum,irisk,24.6,174.35.73.108-10.42.0.42-443-38228-6,23e2cd77-a242-4829-beb1-9b671f2266d6,appliances,environment,vacuum,1,1
2022-12-17 22:04:37+09,view,Female,5884577,51b7hss1,appliances.environment.vacuum,max,47.46,10.42.0.211-10.42.0.1-41530-53-17,bbd3fc0b-a52b-45c3-9b2b-c46f44b5fd4b,appliances,environment,vacuum,0,0
2022-12-17 22:13:57+09,view,Female,5713292,u15wuwkt,appliances.personal.hair_cutter,Not defined,52.86,169.45.214.243-10.42.0.211-443-36631-6,29b2e9dc-922a-40b6-99d0-77cc925caed3,appliances,personal,hair_cutter,0,0
2022-12-17 22:18:19+09,remove_from_cart,Male,5856191,yx8b2moc,appliances.environment.vacuum,runail,24.44,10.42.0.151-121.29.54.141-47142-80-6,78416396-1b61-467a-89c0-070252313937,appliances,environment,vacuum,1,1
2022-12-17 22:18:19+09,remove_from_cart,Female,5856191,we62087x,appliances.environment.vacuum,runail,24.44,10.42.0.211-104.192.110.245-41360-80-6,78416396-1b61-467a-89c0-070252313937,appliances,environment,vacuum,0,0
2022-12-17 22:26:46+09,view,Female,5885597,p4cb7xyu,appliances.environment.vacuum,polarus,102.38,10.42.0.151-54.192.38.18-45606-443-6,ae63c9b8-9a28-4d5c-982b-90ddbb7536b9,appliances,environment,vacuum,0,0
2022-12-17 22:26:54+09,view,Female,5885586,95ka0p8n,appliances.environment.vacuum,polarus,68.1,239.255.255.250-10.42.0.1-1900-56115-17,133eae21-f510-4f25-81b3-a8859011eb8e,appliances,environment,vacuum,0,0
2022-12-17 22:27:49+09,view,Male,5855507,fuqtwn5a,appliances.environment.vacuum,max,79.21,10.42.0.42-31.13.80.5-44167-443-6,133eae21-f510-4f25-81b3-a8859011eb8e,appliances,environment,vacuum,1,1
2022-12-17 22:28:08+09,view,Male,5868559,ao93c31w,appliances.environment.vacuum,max,95.08,10.42.0.151-64.71.142.95-60441-443-6,038f8f9d-e50d-4041-93b6-db897afa750d,appliances,environment,vacuum,1,1
2022-12-17 22:39:43+09,view,Female,89343,ntra3jhs,furniture.living_room.cabinet,Not defined,299.81,203.130.53.126-10.42.0.211-80-55977-6,28df0660-e854-464e-9427-c2a772ccfaec,furniture,living_room,cabinet,0,0
2022-12-17 22:41:31+09,view,Female,5823937,6ymuovl2,appliances.environment.vacuum,polarus,94.44,192.229.173.136-10.42.0.42-443-48608-6,b5485edb-31e2-4df2-a180-8b48129542b3,appliances,environment,vacuum,0,0
2022-12-17 22:42:17+09,view,Female,5855507,c94vw0vo,appliances.environment.vacuum,max,79.21,172.217.10.34-10.42.0.151-443-34405-6,883537ef-c178-4c67-966d-3ed658a639b6,appliances,environment,vacuum,0,0
2022-12-17 22:42:42+09,view,Female,5855507,fq11rhab,appliances.environment.vacuum,max,79.21,151.101.1.140-10.42.0.211-443-48050-6,b5485edb-31e2-4df2-a180-8b48129542b3,appliances,environment,vacuum,0,0
2022-12-17 22:43:10+09,view,Female,5854574,jf36as70,appliances.environment.vacuum,jessnail,21.43,172.217.10.106-10.42.0.151-443-49811-6,b5485edb-31e2-4df2-a180-8b48129542b3,appliances,environment,vacuum,0,0
2022-12-17 22:43:42+09,view,Female,5855509,2gokv7id,appliances.environment.vacuum,max,95.08,10.42.0.1-10.42.0.42-53-29643-17,b5485edb-31e2-4df2-a180-8b48129542b3,appliances,environment,vacuum,0,0
2022-12-17 22:44:10+09,view,Female,5856192,d840uu3e,appliances.environment.vacuum,runail,24.44,172.217.12.138-10.42.0.151-443-43326-6,b5485edb-31e2-4df2-a180-8b48129542b3,appliances,environment,vacuum,0,0
2022-12-17 22:50:50+09,view,Male,5855511,nwrv0152,appliances.environment.vacuum,max,95.08,203.205.158.52-10.42.0.42-80-47425-6,f9fdc4b2-c525-4201-b289-ec644dddfec8,appliances,environment,vacuum,1,1
2022-12-17 22:52:51+09,view,Male,5810083,zrbesm5b,appliances.environment.vacuum,irisk,24.6,172.217.3.99-10.42.0.42-443-49880-6,84e55eb9-23e3-4b7d-b1f8-652b94ca1fbb,appliances,environment,vacuum,1,1
2022-12-17 22:58:30+09,view,Male,5855507,kh9whqzd,appliances.environment.vacuum,max,79.21,172.217.12.142-10.42.0.42-443-56497-6,31e3d055-3c63-4aac-9f49-ad15a122de61,appliances,environment,vacuum,1,1
2022-12-17 23:04:38+09,remove_from_cart,Female,5856191,xsqgrd5l,appliances.environment.vacuum,runail,24.44,172.217.12.174-10.42.0.151-443-41637-6,a35aeb7d-ee7e-4f71-bb38-615bd0c80a66,appliances,environment,vacuum,0,0
2022-12-17 23:04:38+09,remove_from_cart,Female,5856191,x2z81cqm,appliances.environment.vacuum,runail,24.44,172.217.12.174-10.42.0.151-443-58564-6,a35aeb7d-ee7e-4f71-bb38-615bd0c80a66,appliances,environment,vacuum,0,0
2022-12-17 23:05:43+09,view,Male,5855511,drzphrqj,appliances.environment.vacuum,max,95.08,10.42.0.211-23.194.142.178-34246-443-6,12325c33-9fec-4a33-a07f-eeeed8ffb3bc,appliances,environment,vacuum,1,1
2022-12-17 23:06:43+09,view,Male,5861761,snp8o9fw,appliances.environment.vacuum,emil,48.41,10.42.0.151-31.13.71.52-47609-443-6,71eeca6d-63bb-40eb-a88a-519d83098b63,appliances,environment,vacuum,1,1
2022-12-17 23:06:43+09,view,Female,5861761,4fyihdkv,appliances.environment.vacuum,emil,48.41,10.42.0.211-14.17.42.57-54115-80-6,5f2d337c-4c71-44fd-89a3-727ca7bf183f,appliances,environment,vacuum,0,0
2022-12-17 23:09:20+09,view,Female,5861761,mrsjhjh4,appliances.environment.vacuum,emil,48.41,182.254.5.234-10.42.0.151-80-34730-6,7cee16d3-ded1-4035-9162-aa49da2449ad,appliances,environment,vacuum,0,0
2022-12-17 23:11:57+09,view,Female,5855507,tg5wbwf9,appliances.environment.vacuum,max,79.21,192.229.173.173-10.42.0.42-80-41342-6,f72378f0-4cbd-487f-804f-8cc11cccaca4,appliances,environment,vacuum,0,0
2022-12-17 23:13:14+09,view,Female,5884577,dm8yl4xu,appliances.environment.vacuum,max,47.46,172.217.12.193-10.42.0.42-443-36146-6,758708f1-5b97-4c40-898b-ad2f063c21c8,appliances,environment,vacuum,0,0
2022-12-17 23:13:51+09,view,Female,5748490,q856rx6b,appliances.environment.vacuum,Not defined,26.97,10.42.0.211-123.125.29.220-52250-80-6,b0d69955-b314-4682-9afa-dff70e7c5cd3,appliances,environment,vacuum,0,0
2022-12-17 23:13:19+09,view,Male,5395,9595vm0k,appliances.environment.vacuum,runail,30.95,172.217.10.74-10.42.0.151-443-49826-6,b0d69955-b314-4682-9afa-dff70e7c5cd3,appliances,environment,vacuum,1,1
2022-12-17 23:28:31+09,view,Male,5855507,mlwrfkm4,appliances.environment.vacuum,max,79.21,10.42.0.211-31.13.80.52-37535-80-6,e8586005-b6c0-4b79-9370-3c13d64fe1db,appliances,environment,vacuum,1,1
2022-12-18 00:01:14+09,view,Male,5855510,qpt5dj8p,appliances.environment.vacuum,max,95.08,10.42.0.211-123.125.46.161-49628-80-6,fa63ac92-4563-45fb-aacb-dfd74fc5b0a6,appliances,environment,vacuum,1,1
2022-12-18 00:02:06+09,view,Female,5855507,6su2x8mk,appliances.environment.vacuum,max,79.21,10.42.0.211-123.125.29.138-40531-80-6,fa63ac92-4563-45fb-aacb-dfd74fc5b0a6,appliances,environment,vacuum,0,0
2022-12-18 00:02:21+09,view,Male,5855510,rfni76sv,appliances.environment.vacuum,max,95.08,172.217.11.46-10.42.0.151-443-51208-6,fa63ac92-4563-45fb-aacb-dfd74fc5b0a6,appliances,environment,vacuum,1,1
2022-12-18 00:03:56+09,remove_from_cart,Male,8098,pm713jib,appliances.environment.vacuum,Not defined,1.11,10.42.0.42-31.13.80.52-35989-443-6,b26a9f18-a8b0-4529-9be0-1649b2057231,appliances,environment,vacuum,1,1
2022-12-18 00:03:56+09,remove_from_cart,Female,8098,t1wpujpm,appliances.environment.vacuum,Not defined,1.11,172.217.10.226-10.42.0.211-443-48117-6,b26a9f18-a8b0-4529-9be0-1649b2057231,appliances,environment,vacuum,0,0
2022-12-18 00:03:55+09,remove_from_cart,Male,5856191,adcptyfj,appliances.environment.vacuum,runail,24.44,151.101.1.140-10.42.0.151-80-40408-6,b26a9f18-a8b0-4529-9be0-1649b2057231,appliances,environment,vacuum,1,1
2022-12-18 00:03:55+09,remove_from_cart,Male,5856191,u5i935we,appliances.environment.vacuum,runail,24.44,10.42.0.211-107.178.251.134-59057-443-6,b26a9f18-a8b0-4529-9be0-1649b2057231,appliances,environment,vacuum,1,1
2022-12-18 00:04:03+09,view,Male,5395,ei2b8oqn,appliances.environment.vacuum,runail,30.95,10.42.0.42-64.71.142.125-43314-443-6,b26a9f18-a8b0-4529-9be0-1649b2057231,appliances,environment,vacuum,1,1
2022-12-18 00:04:27+09,remove_from_cart,Female,5854573,wx0nhx8i,appliances.environment.vacuum,jessnail,46.83,220.243.219.55-10.42.0.151-80-58211-6,b26a9f18-a8b0-4529-9be0-1649b2057231,appliances,environment,vacuum,0,0
2022-12-18 00:04:27+09,remove_from_cart,Female,5854573,y7giefdw,appliances.environment.vacuum,jessnail,46.83,10.42.0.151-121.12.98.78-58831-80-6,b26a9f18-a8b0-4529-9be0-1649b2057231,appliances,environment,vacuum,0,0
2022-12-18 00:04:58+09,view,Female,5395,yrq58n4k,appliances.environment.vacuum,runail,30.95,202.77.129.150-10.42.0.211-80-56643-6,b26a9f18-a8b0-4529-9be0-1649b2057231,appliances,environment,vacuum,0,0
2022-12-18 00:05:18+09,view,Male,5713296,901m6zw0,appliances.personal.hair_cutter,Not defined,55.56,173.194.68.188-10.42.0.151-5228-41308-6,be6007b9-c42b-4762-abd8-fdac522ce5a2,appliances,personal,hair_cutter,1,1
2022-12-18 00:05:42+09,view,Female,5748491,6blcrkat,appliances.environment.vacuum,Not defined,28.56,172.217.10.227-10.42.0.151-443-51631-6,b26a9f18-a8b0-4529-9be0-1649b2057231,appliances,environment,vacuum,0,0
2022-12-18 00:05:36+09,remove_from_cart,Female,5395,wzjyv8k6,appliances.environment.vacuum,runail,30.95,10.42.0.211-106.39.169.66-55463-443-6,b26a9f18-a8b0-4529-9be0-1649b2057231,appliances,environment,vacuum,0,0
2022-12-18 00:05:36+09,remove_from_cart,Male,5395,8prn86g6,appliances.environment.vacuum,runail,30.95,172.217.12.206-10.42.0.151-443-36543-6,b26a9f18-a8b0-4529-9be0-1649b2057231,appliances,environment,vacuum,1,1
2022-12-18 00:06:25+09,view,Male,5856191,yp38t4yb,appliances.environment.vacuum,runail,24.44,172.217.12.163-10.42.0.151-443-54193-6,4e08086d-922b-4ba8-9dcc-2ea3701414ca,appliances,environment,vacuum,1,1
2022-12-18 00:08:08+09,view,Male,5748490,xsgxd5sy,appliances.environment.vacuum,Not defined,26.97,10.42.0.211-10.42.0.1-4382-53-17,4e08086d-922b-4ba8-9dcc-2ea3701414ca,appliances,environment,vacuum,1,1
2022-12-18 00:19:17+09,view,Male,5825604,hypyxzk2,appliances.environment.vacuum,polarus,1.27,209.10.120.26-10.42.0.211-80-53066-6,1b8dd45c-bd22-41c3-80ec-f1488bc45635,appliances,environment,vacuum,1,1
2022-12-18 00:19:52+09,cart,Male,5825604,x3c7zjvg,appliances.environment.vacuum,polarus,1.27,172.217.12.195-10.42.0.151-443-47208-6,1b8dd45c-bd22-41c3-80ec-f1488bc45635,appliances,environment,vacuum,1,1
2022-12-18 00:19:53+09,cart,Female,5825604,std4jddn,appliances.environment.vacuum,polarus,1.27,10.42.0.211-64.71.142.124-39377-443-6,1b8dd45c-bd22-41c3-80ec-f1488bc45635,appliances,environment,vacuum,0,0
2022-12-18 00:19:54+09,cart,Male,5825604,6rs86u5v,appliances.environment.vacuum,polarus,1.27,8.0.6.4-8.6.0.1-0-0-0,1b8dd45c-bd22-41c3-80ec-f1488bc45635,appliances,environment,vacuum,1,1
2022-12-18 00:19:55+09,cart,Female,5825604,vsqaxqy4,appliances.environment.vacuum,polarus,1.27,10.42.0.1-10.42.0.42-53-43370-17,1b8dd45c-bd22-41c3-80ec-f1488bc45635,appliances,environment,vacuum,0,0
2022-12-18 00:46:48+09,view,Female,5824088,qljywb1t,appliances.environment.vacuum,polarus,70.63,172.217.12.194-10.42.0.151-443-36444-6,8689f953-eb25-4180-b160-13a175f5f22b,appliances,environment,vacuum,0,0
2022-12-18 00:47:15+09,view,Female,5774248,czh7xqph,furniture.living_room.cabinet,Not defined,79.35,10.42.0.42-106.11.94.1-50641-443-6,d2453792-b2b6-49f6-8b94-f6236620b44e,furniture,living_room,cabinet,0,0
2022-12-18 00:50:13+09,view,Female,5823935,9sr5b44k,appliances.environment.vacuum,polarus,53.81,10.42.0.211-104.192.110.245-36625-443-6,8689f953-eb25-4180-b160-13a175f5f22b,appliances,environment,vacuum,0,0
2022-12-18 00:51:02+09,view,Male,5856191,r2ad8nip,appliances.environment.vacuum,runail,24.44,220.243.219.55-10.42.0.211-80-50378-6,ba6d862b-6524-4c29-b047-b84f5ffa6a98,appliances,environment,vacuum,1,1
2022-12-18 00:51:22+09,view,Male,5824088,qdmuhxaw,appliances.environment.vacuum,polarus,70.63,10.42.0.211-52.94.232.33-44346-443-6,30bb99e8-d1ae-4220-8dee-56f59bcd05d5,appliances,environment,vacuum,1,1
2022-12-18 00:53:18+09,view,Female,5855511,fcnkwwpw,appliances.environment.vacuum,max,95.08,202.77.129.185-10.42.0.151-80-48982-6,95b4cba6-6c9d-45a3-9ca4-b2d14cf24b62,appliances,environment,vacuum,0,0
2022-12-18 00:55:23+09,view,Female,5846745,a7u8xdux,appliances.environment.vacuum,Not defined,21.57,10.42.0.1-10.42.0.42-53-63012-17,ba6d862b-6524-4c29-b047-b84f5ffa6a98,appliances,environment,vacuum,0,0
2022-12-18 00:55:38+09,view,Female,5810083,ckay4ufw,appliances.environment.vacuum,irisk,24.6,192.229.173.173-10.42.0.42-443-52966-6,ba6d862b-6524-4c29-b047-b84f5ffa6a98,appliances,environment,vacuum,0,0
2022-12-18 00:56:27+09,view,Male,89343,lioj0tkn,furniture.living_room.cabinet,Not defined,299.81,172.217.10.138-10.42.0.211-443-40045-6,986f1436-14a4-4fc0-aff6-09907dfb43e4,furniture,living_room,cabinet,1,1
2022-12-18 00:56:42+09,view,Male,5395,p42cgpf0,appliances.environment.vacuum,runail,30.95,10.42.0.211-10.42.0.1-11388-53-17,ba6d862b-6524-4c29-b047-b84f5ffa6a98,appliances,environment,vacuum,1,1
2022-12-18 00:57:33+09,view,Male,5810082,05m50voc,appliances.environment.vacuum,irisk,24.6,172.217.10.78-10.42.0.151-443-38471-6,ea04c1d1-9f38-4dee-adb5-965ce78a1d4a,appliances,environment,vacuum,1,1
2022-12-18 00:58:05+09,remove_from_cart,Female,5774248,9hknw4ws,furniture.living_room.cabinet,Not defined,79.35,10.42.0.211-10.42.0.1-51774-53-17,986f1436-14a4-4fc0-aff6-09907dfb43e4,furniture,living_room,cabinet,0,0
2022-12-18 00:58:06+09,remove_from_cart,Female,5774248,ptnmtvzj,furniture.living_room.cabinet,Not defined,79.35,172.217.3.106-10.42.0.42-443-40894-6,986f1436-14a4-4fc0-aff6-09907dfb43e4,furniture,living_room,cabinet,0,0
2022-12-18 00:58:10+09,view,Female,5856191,i37ygb2z,appliances.environment.vacuum,runail,24.44,239.255.255.250-10.42.0.1-1900-39211-17,ea04c1d1-9f38-4dee-adb5-965ce78a1d4a,appliances,environment,vacuum,0,0
2022-12-18 00:59:00+09,view,Male,5825604,txt4jiy8,appliances.environment.vacuum,polarus,1.27,10.42.0.42-47.93.76.169-58627-443-6,9b4d9698-8e81-446a-b576-e6ba87778ee2,appliances,environment,vacuum,1,1
